round_epochs,loss,mean_squared_error,mean_absolute_error,root_mean_squared_error,val_loss,val_mean_squared_error,val_mean_absolute_error,val_root_mean_squared_error,lr,y_smoothing,epochs,optimizer,lossfunc,batch_size
30,8.458047866821289,146.4794464111328,8.300456047058105,12.102869033813477,20.079044342041016,628.8753051757812,19.977712631225586,25.0773868560791,0.1,20,30,<class 'keras.src.optimizers.adam.Adam'>,MeanAbsoluteError,4
30,155.45204162597656,155.0389862060547,9.1070556640625,12.451464653015137,1076.3863525390625,1087.1099853515625,31.076398849487305,32.971351623535156,0.1,20,30,<class 'keras.src.optimizers.adam.Adam'>,MeanSquaredError,4
30,6.972888946533203,93.1714859008789,6.9851813316345215,9.65253734588623,10.785670280456543,229.43878173828125,10.517436981201172,15.147236824035645,0.1,20,30,<class 'keras.src.optimizers.adagrad.Adagrad'>,MeanAbsoluteError,4
30,93.82096862792969,92.38420867919922,7.156960964202881,9.61167049407959,179.1886749267578,171.65780639648438,9.473756790161133,13.101824760437012,0.1,20,30,<class 'keras.src.optimizers.adagrad.Adagrad'>,MeanSquaredError,4
30,8.312334060668945,137.88412475585938,8.372940063476562,11.742406845092773,9.293127059936523,182.9040069580078,9.218132972717285,13.524200439453125,0.1,20,30,<class 'keras.src.optimizers.rmsprop.RMSprop'>,MeanAbsoluteError,4
30,134.84507751464844,134.95623779296875,8.534177780151367,11.617066383361816,239.9425811767578,226.43556213378906,10.79202651977539,15.047775268554688,0.1,20,30,<class 'keras.src.optimizers.rmsprop.RMSprop'>,MeanSquaredError,4
30,7.453517436981201,103.74369049072266,7.367814540863037,10.185464859008789,9.549428939819336,164.04139709472656,9.398527145385742,12.80786418914795,0.1,20,30,<class 'keras.src.optimizers.sgd.SGD'>,MeanAbsoluteError,4
30,3287.49462890625,3291.475341796875,56.081451416015625,57.37137985229492,3421.14404296875,3425.769287109375,56.92631149291992,58.53007125854492,0.1,20,30,<class 'keras.src.optimizers.sgd.SGD'>,MeanSquaredError,4
30,10.4926118850708,197.6614990234375,10.463065147399902,14.059213638305664,12.059942245483398,362.36907958984375,11.511263847351074,19.035993576049805,1.0,20,30,<class 'keras.src.optimizers.adam.Adam'>,MeanAbsoluteError,4
30,189.67088317871094,187.62722778320312,9.580406188964844,13.697709083557129,245.8638916015625,245.54847717285156,10.901359558105469,15.669986724853516,1.0,20,30,<class 'keras.src.optimizers.adam.Adam'>,MeanSquaredError,4
30,8.077875137329102,129.78030395507812,8.05786418914795,11.392115592956543,10.012958526611328,203.11834716796875,9.884269714355469,14.251959800720215,1.0,20,30,<class 'keras.src.optimizers.adagrad.Adagrad'>,MeanAbsoluteError,4
30,126.43338775634766,124.77355194091797,8.018574714660645,11.170207977294922,203.5807342529297,202.1272430419922,10.009858131408691,14.217145919799805,1.0,20,30,<class 'keras.src.optimizers.adagrad.Adagrad'>,MeanSquaredError,4
30,55.740196228027344,3291.512451171875,56.08182144165039,57.3717041015625,56.88013458251953,3425.769287109375,56.92631149291992,58.53007125854492,1.0,20,30,<class 'keras.src.optimizers.rmsprop.RMSprop'>,MeanAbsoluteError,4
30,nan,nan,nan,nan,nan,nan,nan,nan,1.0,20,30,<class 'keras.src.optimizers.rmsprop.RMSprop'>,MeanSquaredError,4
30,8.17968463897705,131.57159423828125,8.107577323913574,11.470466613769531,17.45281982421875,435.60919189453125,17.49748992919922,20.871252059936523,1.0,20,30,<class 'keras.src.optimizers.sgd.SGD'>,MeanAbsoluteError,4
30,3278.57861328125,3291.474853515625,56.081459045410156,57.371376037597656,3421.14404296875,3425.769287109375,56.92631149291992,58.53007125854492,1.0,20,30,<class 'keras.src.optimizers.sgd.SGD'>,MeanSquaredError,4
