round_epochs,loss,mean_squared_error,mean_absolute_error,root_mean_squared_error,val_loss,val_mean_squared_error,val_mean_absolute_error,val_root_mean_squared_error,lr,epochs,optimizer,loss,batch_size
30,109.37708282470703,105.99418640136719,7.647401332855225,10.295347213745117,200.16336059570312,181.9656524658203,9.624089241027832,13.48946475982666,0.005,30,<class 'keras.src.optimizers.adam.Adam'>,MeanSquaredError,1
30,114.70348358154297,113.30928039550781,8.036335945129395,10.644682884216309,230.3806915283203,196.04299926757812,9.7457857131958,14.001535415649414,0.005,30,<class 'keras.src.optimizers.adam.Adam'>,MeanSquaredError,2
30,117.72157287597656,115.322509765625,8.028618812561035,10.738831520080566,200.6774444580078,189.06776428222656,9.861404418945312,13.750190734863281,0.005,30,<class 'keras.src.optimizers.adam.Adam'>,MeanSquaredError,4
30,114.44326782226562,114.11811065673828,7.970462322235107,10.682607650756836,2080.16845703125,2070.48779296875,43.79145431518555,45.50261306762695,0.005,30,<class 'keras.src.optimizers.adam.Adam'>,MeanSquaredError,8
30,173.69729614257812,173.24114990234375,9.472557067871094,13.162110328674316,3422.496826171875,3425.768798828125,56.926307678222656,58.530067443847656,0.005,30,<class 'keras.src.optimizers.adam.Adam'>,MeanSquaredError,16
30,444.12255859375,445.5908508300781,17.00640106201172,21.10902214050293,475.34246826171875,475.34246826171875,19.817644119262695,21.802349090576172,0.005,30,<class 'keras.src.optimizers.adam.Adam'>,MeanSquaredError,32
30,1092.4935302734375,1092.0455322265625,30.384443283081055,33.046112060546875,860.4002685546875,860.4002685546875,25.586444854736328,29.33258056640625,0.005,30,<class 'keras.src.optimizers.adam.Adam'>,MeanSquaredError,64
