,SNUADC/ART,SNUADC/ECG_II,Solar8000/ART_DBP,Solar8000/ART_MBP,Solar8000/ART_SBP,Solar8000/ETCO2,Solar8000/FEO2,Solar8000/FIO2,Solar8000/HR,Solar8000/INCO2,Solar8000/NIBP_DBP,Solar8000/NIBP_MBP,Solar8000/NIBP_SBP,Solar8000/PLETH_SPO2,Solar8000/RR_CO2,Primus/CO2,Primus/ETCO2,Primus/FEO2,Primus/FIO2,Primus/INCO2,Primus/MV,Primus/TV,Orchestra/PPF20_CE,Orchestra/PPF20_CP,Orchestra/PPF20_CT,Orchestra/PPF20_RATE,Orchestra/PPF20_VOL,Orchestra/RFTN20_CE,Orchestra/RFTN20_CP,Orchestra/RFTN20_CT,Orchestra/RFTN20_RATE,Orchestra/RFTN20_VOL,BIS/BIS
3126,0.004262241209332896,0.004262241209332896,0.03023332237923102,0.004272099901413079,0.03023332237923102,0.0893854748603352,0.0893854748603352,0.0893854748603352,0.015445284258954979,0.0893854748603352,0.4538284587578048,0.4538284587578048,0.4538284587578048,0.005915215248110417,0.1350640814985212,0.0046559316464015775,0.07586206896551724,0.07586206896551724,0.07586206896551724,0.07586206896551724,0.11609195402298851,0.135632183908046,0.09464344396976668,0.09464344396976668,0.09480775550443642,0.09447913243509694,0.09447913243509694,0.00903713440683536,0.00903713440683536,0.008872822872165627,0.00903713440683536,0.00903713440683536,0.0044364114360828134
1026,0.004651431297709924,0.004651431297709924,0.09637404580152671,0.08244274809160305,0.09637404580152671,0.030438931297709925,0.030820610687022902,0.030820610687022902,0.02166030534351145,0.030438931297709925,0.6365458015267176,0.6365458015267176,0.6365458015267176,0.006202290076335878,0.030725190839694657,0.002594656488549618,0.02303839732888147,0.02337228714524207,0.02337228714524207,0.02303839732888147,0.027712854757929884,0.027378964941569283,0.02571564885496183,0.02571564885496183,0.025763358778625955,0.02562022900763359,0.02562022900763359,0.025763358778625955,0.025763358778625955,0.025763358778625955,0.025858778625954197,0.025811068702290076,0.004198473282442748
6015,0.0035938992042440316,0.0035938992042440316,0.08647214854111406,0.004774535809018567,0.0856763925729443,0.029177718832891247,0.029177718832891247,0.029177718832891247,0.006631299734748011,0.029177718832891247,0.8724137931034482,0.8724137931034482,0.8724137931034482,0.0246684350132626,0.05092838196286472,0.005964986737400531,0.0287569573283859,0.0287569573283859,0.0287569573283859,0.0287569573283859,0.06307977736549165,0.06771799628942486,0.008488063660477453,0.008488063660477453,0.008488063660477453,0.008488063660477453,0.008488063660477453,0.008488063660477453,0.008488063660477453,0.008488063660477453,0.008488063660477453,0.008488063660477453,0.003580901856763926
3249,0.0033353403579193847,0.0033353403579193847,0.011036789297658863,0.004347826086956522,0.011036789297658863,0.09732441471571907,0.09732441471571907,0.09732441471571907,0.01036789297658863,0.09732441471571907,0.3183946488294314,0.3183946488294314,0.3183946488294314,0.009030100334448161,0.09966555183946488,0.004158549378090814,0.05497076023391813,0.05497076023391813,0.05497076023391813,0.05497076023391813,0.07134502923976609,0.07719298245614035,0.8203712995484195,0.8203712995484195,0.8203712995484195,0.8203712995484195,0.8203712995484195,0.8203712995484195,0.8203712995484195,0.8203712995484195,0.8203712995484195,0.8203712995484195,0.0035122930255895636
5827,0.003325600311206988,0.003325600311206988,0.02673456397199236,0.0035363179857132755,0.02673456397199236,0.003960676143998868,0.003960676143998868,0.003960676143998868,0.1754720984510927,0.003960676143998868,0.7417780606832166,0.7417780606832166,0.7417780606832166,0.0066482778131409575,0.015276893698281349,0.0035573777819774993,0.020297029702970298,0.020297029702970298,0.020297029702970298,0.020297029702970298,0.03316831683168317,0.03391089108910891,0.007285072673904587,0.007285072673904587,0.007249708243448739,0.007355801534816282,0.007285072673904587,0.007249708243448739,0.007285072673904587,0.007285072673904587,0.0072143438129928916,0.0072143438129928916,0.0033949853237613607
3975,0.0018356248090436909,0.0018356248090436909,0.012709275326897225,0.0039105462544299155,0.012709275326897225,0.04973726017353049,0.04973726017353049,0.04973726017353049,0.0039105462544299155,0.04973726017353049,0.5600635463766345,0.5600635463766345,0.5600635463766345,0.015886594158621533,0.05157032873029451,0.0031823999108341406,0.033361847733105215,0.033361847733105215,0.033361847733105215,0.033361847733105215,0.03507271171941831,0.03592814371257485,0.011732355637030248,0.011732355637030248,0.011671249618087381,0.011732355637030248,0.011732355637030248,0.011671249618087381,0.01154903758020165,0.011671249618087381,0.01154903758020165,0.01154903758020165,0.0031164069660861594
4181,0.0028193516456322693,0.0028193516456322693,0.030190546894333085,0.003959415986142044,0.030190546894333085,0.013363028953229399,0.014105419450631032,0.01435288294976491,0.006434050977480821,0.013363028953229399,0.8188567186340014,0.8188567186340014,0.8188567186340014,0.00866122246968572,0.019549616431576343,0.0032467211086364763,0.019913419913419914,0.02077922077922078,0.02077922077922078,0.019913419913419914,0.02683982683982684,0.02943722943722944,0.026849789656025736,0.026849789656025736,0.026849789656025736,0.026726057906458798,0.026726057906458798,0.026973521405592674,0.026973521405592674,0.026973521405592674,0.026849789656025736,0.026849789656025736,0.003093293739173472
5224,0.00274016827672172,0.00274016827672172,0.011965598903153433,0.0036146080019942664,0.011965598903153433,0.0043624579334413565,0.004237816278200175,0.004237816278200175,0.039760688021936934,0.0043624579334413565,0.7459803066184719,0.7459803066184719,0.7459803066184719,0.009472765798329803,0.04923345382026673,0.0030284808832753466,0.02136938508504143,0.02136938508504143,0.02136938508504143,0.02136938508504143,0.053205407762756216,0.054949847361535104,0.006855718292302898,0.006855718292302898,0.006980367715799314,0.006918043004051106,0.006918043004051106,0.007105017139295731,0.007042692427547522,0.007042692427547522,0.006980367715799314,0.006980367715799314,0.0028669367404175754
4350,0.0025946294861864186,0.0025946294861864186,0.044668215853343664,0.008262328943971081,0.044410018073844565,0.044410018073844565,0.044668215853343664,0.044668215853343664,0.024786986831913247,0.044668215853343664,0.6831913245546088,0.6831913245546088,0.6831913245546088,0.008520526723470178,0.09708236509166021,0.005320939839917376,0.02981029810298103,0.02981029810298103,0.02981029810298103,0.02981029810298103,0.1011743450767841,0.1120144534778681,0.07887942163697392,0.07875032274722438,0.07887942163697392,0.07745933384972889,0.07758843273947844,0.08120320165246579,0.08120320165246579,0.08120320165246579,0.08107410276271625,0.08107410276271625,0.0028401755744900596
2607,0.002442875902823375,0.002442875902823375,0.014116874589625739,0.002954694681549573,0.014116874589625739,0.09881812212738017,0.09881812212738017,0.09881812212738017,0.002954694681549573,0.09881812212738017,0.6145764937623113,0.6145764937623113,0.6145764937623113,0.0036112934996717005,0.10078791858174656,0.005053184504267893,0.03329506314580941,0.03329506314580941,0.03329506314580941,0.03329506314580941,0.030998851894374284,0.03329506314580941,0.007879185817465528,0.007879185817465528,0.007879185817465528,0.007879185817465528,0.007879185817465528,0.008207485226526593,0.008207485226526593,0.008207485226526593,0.007879185817465528,0.00804333552199606,0.0026263952724885093
