,Solar8000/ART_DBP,Solar8000/ART_MBP,Solar8000/ART_SBP,Solar8000/ETCO2,Solar8000/FEO2,Solar8000/FIO2,Solar8000/HR,Solar8000/INCO2,Solar8000/NIBP_DBP,Solar8000/NIBP_MBP,Solar8000/NIBP_SBP,Solar8000/PLETH_SPO2,Solar8000/RR_CO2,Primus/CO2,Primus/ETCO2,Primus/EXP_SEVO,Primus/FEO2,Primus/FIO2,Primus/INCO2,Primus/INSP_SEVO,Primus/MAC,Primus/MAWP_MBAR,Primus/MV,Primus/TV,Orchestra/RFTN20_CE,Orchestra/RFTN20_CP,Orchestra/RFTN20_CT,Orchestra/RFTN20_RATE,Orchestra/RFTN20_VOL,BIS/BIS
4111,0.027207946447851437,0.0056143381559058516,0.027207946447851437,0.004750593824228029,0.004750593824228029,0.004750593824228029,0.006694018570503131,0.004750593824228029,0.6998488447419564,0.6998488447419564,0.6998488447419564,0.0015115525804361909,0.004750593824228029,0.002503589514987845,0.022675736961451247,0.021164021164021163,0.022675736961451247,0.022675736961451247,0.022675736961451247,0.021164021164021163,0.022675736961451247,0.022675736961451247,0.02343159486016629,0.02343159486016629,0.003887269193391642,0.003887269193391642,0.003887269193391642,0.003779289493575208,0.003779289493575208,0.00010797969981643452
1777,0.02753992131451053,0.004859986114325388,0.027424207359407544,0.006248553575561213,0.006248553575561213,0.006248553575561213,0.0050914140245313586,0.006248553575561213,0.6982180050914141,0.6982180050914141,0.6982180050914141,0.003355704697986577,0.010992825734783615,0.0017597827163602399,0.029149797570850202,0.035222672064777326,0.029149797570850202,0.029149797570850202,0.029149797570850202,0.035222672064777326,0.029149797570850202,0.02874493927125506,0.030364372469635626,0.031578947368421054,0.00896783152048137,0.00896783152048137,0.00896783152048137,0.007752834991900023,0.00769497801434853,0.0017357093265447812
5917,0.17619436504695793,0.16884442629644753,0.17619436504695793,0.015720702327480605,0.015924867292772562,0.015924867292772562,0.024295630869742752,0.015720702327480605,0.5261331155573703,0.5261331155573703,0.5261331155573703,0.002449979583503471,0.10269497754185382,0.002174072833890055,0.03571428571428571,0.02214285714285714,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.02214285714285714,0.03571428571428571,0.11714285714285715,0.11857142857142858,0.12285714285714286,0.044405879951000406,0.044405879951000406,0.04430379746835443,0.04409963250306247,0.044201714985708455,0.00010208248264597796
6166,0.04125526215078454,0.015996938384998088,0.0411787217757367,0.04064293915040184,0.04064293915040184,0.04064293915040184,0.00642939150401837,0.04064293915040184,0.7285878300803674,0.7285878300803674,0.7285878300803674,0.00474550325296594,0.0446230386528894,0.0007807228207423664,0.0634878114117332,0.06375569247254219,0.0634878114117332,0.0634878114117332,0.0634878114117332,0.06375569247254219,0.0634878114117332,0.0634878114117332,0.0645593356549692,0.0669702652022502,0.005128205128205128,0.005089934940681209,0.005089934940681209,0.005089934940681209,0.005128205128205128,0.0007654037504783774
5255,0.014776571123375467,0.0,0.014776571123375467,0.07263663877514688,0.07263663877514688,0.07263663877514688,0.0,0.07263663877514688,0.5534983087057148,0.5534983087057148,0.5534983087057148,0.0,0.0740608865942674,0.0028714676390154967,0.11401869158878504,0.8841121495327103,0.11401869158878504,0.11401869158878504,0.11401869158878504,0.8841121495327103,0.11900311526479751,0.11401869158878504,0.11401869158878504,0.11651090342679128,0.05723695923090618,0.057147943742211146,0.05723695923090618,0.056880897276126045,0.05705892825351611,0.008723517892113227
697,0.03323774765380605,0.0020855057351407717,0.03323774765380605,0.0011730969760166841,0.0011730969760166841,0.0011730969760166841,0.0020855057351407717,0.0011730969760166841,0.5974973931178311,0.5974973931178311,0.5974973931178311,0.005604796663190824,0.008472367049009385,1.772790789830438e-05,0.024178832116788323,0.023722627737226276,0.024178832116788323,0.024178832116788323,0.024178832116788323,0.023722627737226276,0.024178832116788323,0.024178832116788323,0.030109489051094892,0.030109489051094892,0.004953076120959333,0.004953076120959333,0.005018248175182482,0.004953076120959333,0.005018248175182482,0.00026068821689259646
2559,0.02577319587628866,0.010309278350515464,0.02560691719321583,0.017958097771865647,0.017958097771865647,0.017958097771865647,0.018290655138011307,0.017958097771865647,0.715330894579315,0.715330894579315,0.715330894579315,0.004655803126039242,0.02394413036248753,0.0017333858359895066,0.04072134962187318,0.03781268179173938,0.04072134962187318,0.04072134962187318,0.04072134962187318,0.03781268179173938,0.04072134962187318,0.04013961605584642,0.041884816753926704,0.04653868528214078,0.005570335882939807,0.005487196541403392,0.005570335882939807,0.0054040571998669774,0.0054040571998669774,0.002826737612238111
3559,0.01987609705730511,0.007356737222509035,0.01987609705730511,0.006582343830665978,0.006582343830665978,0.006582343830665978,0.01406814661848219,0.006582343830665978,0.6139648941662365,0.6139648941662365,0.6139648941662365,0.004130098089829634,0.010712441920495612,0.001337258712576118,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037488708220415536,0.03974706413730804,0.04019873532068654,0.033365601807034524,0.033365601807034524,0.033365601807034524,0.033430138754436914,0.033430138754436914,0.0012907389480477573
417,0.02027175104098181,0.0003287310979618672,0.02027175104098181,0.007012930089853167,0.007012930089853167,0.007012930089853167,0.0014245014245014246,0.007012930089853167,0.9539776462853385,0.9539776462853385,0.9539776462853385,0.001643655489809336,0.03495507341661188,4.383511683812042e-06,0.03374233128834356,0.03565950920245399,0.03374233128834356,0.03374233128834356,0.03374233128834356,0.03565950920245399,0.03374233128834356,0.033358895705521474,0.06633435582822086,0.06710122699386503,0.026464303325845158,0.026464303325845158,0.026464303325845158,0.02651909484411813,0.02651909484411813,0.00016437455481891402
3009,0.02781555198417604,0.005686735072320435,0.02781555198417604,0.005686735072320435,0.005686735072320435,0.005686735072320435,0.022005192236370378,0.005686735072320435,0.7168994931388305,0.7168994931388305,0.7168994931388305,0.01026084806527383,0.009271850661392014,1.1868168385573055e-05,0.028546712802768166,0.028546712802768166,0.028546712802768166,0.028546712802768166,0.028546712802768166,0.028546712802768166,0.028546712802768166,0.02897923875432526,0.03330449826989619,0.03330449826989619,0.026702929904809,0.026641117567066386,0.026702929904809,0.026579305229323773,0.026579305229323773,6.181233774261343e-05
3460,0.009853400624849795,0.0014419610670511895,0.009853400624849795,0.055275174236962266,0.055275174236962266,0.0555155010814708,0.03460706560922855,0.055275174236962266,0.8113434270608026,0.8113434270608026,0.8113434270608026,0.0016822879115597211,0.06536890170632059,0.0023689665383476457,0.07064760302775441,0.017661900756938603,0.07064760302775441,0.07064760302775441,0.07064760302775441,0.017661900756938603,0.07064760302775441,0.07064760302775441,0.07905803195962995,0.08662741799831791,0.06910227136161519,0.06886191563514,0.06910227136161519,0.0674197812762889,0.0675399591395265,0.00012017786323759164
1537,0.05188223938223938,0.03209459459459459,0.05188223938223938,0.05501930501930502,0.05501930501930502,0.05501930501930502,0.048503861003861004,0.05501930501930502,0.4206081081081081,0.4206081081081081,0.4206081081081081,0.00024131274131274132,0.07287644787644787,0.0006834108766578506,0.0777027027027027,0.022804054054054054,0.0777027027027027,0.0777027027027027,0.0777027027027027,0.022804054054054054,0.0777027027027027,0.0785472972972973,0.08783783783783784,0.0945945945945946,0.005308880308880309,0.005308880308880309,0.00542953667953668,0.005308880308880309,0.005308880308880309,0.00012065637065637066
5108,0.00853469297273332,0.00011084016847705608,0.00853469297273332,0.011305697184659722,0.011305697184659722,0.011305697184659722,0.001440922190201729,0.011305697184659722,0.7176900908889382,0.7176900908889382,0.7176900908889382,0.004322766570605188,0.012857459543338506,0.002023623723041998,0.027152831652443754,0.026764934057408846,0.027152831652443754,0.027152831652443754,0.027152831652443754,0.026764934057408846,0.026764934057408846,0.026377036462373934,0.026764934057408846,0.027540729247478666,0.07166214044227678,0.07166214044227678,0.07166214044227678,0.07177298675386576,0.07166214044227678,0.00011084631158898187
5524,0.014469078179696617,0.00011668611435239207,0.014469078179696617,0.00011668611435239207,0.00011668611435239207,0.00011668611435239207,0.00011668611435239207,0.00011668611435239207,0.6836639439906651,0.6836639439906651,0.6836639439906651,0.00011668611435239207,0.00011668611435239207,0.0021518486293517756,0.021233156390363415,0.021233156390363415,0.021233156390363415,0.021233156390363415,0.021233156390363415,0.021233156390363415,0.021233156390363415,0.021233156390363415,0.021233156390363415,0.021233156390363415,0.12223583639652255,0.12223583639652255,0.12223583639652255,0.12217748993523543,0.12217748993523543,5.8346461287122933e-05
793,0.02632831086439334,0.00047581284694686756,0.02632831086439334,0.016653449643140365,0.016653449643140365,0.016653449643140365,0.00015860428231562253,0.016653449643140365,0.8989690721649485,0.8989690721649485,0.8989690721649485,0.0025376685170499604,0.019825535289452814,4.695091852492903e-05,0.049389567147613764,0.05771365149833518,0.049389567147613764,0.049389567147613764,0.049389567147613764,0.05771365149833518,0.049389567147613764,0.048834628190899,0.048834628190899,0.05271920088790233,0.16163058133079547,0.16163058133079547,0.16170988976128162,0.16163058133079547,0.16163058133079547,7.930843048616068e-05
